# 30868	２５８／１／作戦会議	
36281	Arlcoate Marius	「はい。色々と調査、検討しましたが……	「Yes. After various investigations and analysis...
36282	+	　結論としては、ここにいる可能性が高いと」	　we concluded that he is most likely here.」

36283	Arlcoate Marius	「ケイブリスは危険を極端に嫌います。であるなら前線から遠く、	「Kayblis hates danger extremely. So he would stay far from the front lines,
36284	+	　最も安心出来る……自分の根城に閉じこもっているはずです」	　in the safest place possible... his own stronghold.」

36285	Rance	「と、そういうわけで。	「And that's how it is.
36286	+	　ここまで行く！　あのリス野郎を殺す！	　We're heading there! We'll kill that squirrel bastard!
36287	+	　万事解決！　俺様ハーレム！　というわけだ」	　Problem solved! My harem! That's the plan.」

36288	Pastel Kalar	「最後の意味が分からんわ」	「I don't get the last part.」

36289	Naoe Ai	「で、現地までの移動手段は？	「So, how do we get there?
36290	+	　まさかこの距離を歩いて正面突破、	　We can't just walk straight through that distance,
36291	+	　ではないのでしょう」	　right?」

36292	Rance	「うむ、無敵の俺様なら造作もないが、	「Of course for invincible me it's easy,
36293	+	　貧弱な手下どもはそうもいかんからな」	　but my weak underlings can't do that.」

36294	Naoe Ai	「またそういう事を……」	「There you go saying that again...」

36295	Rance	「そこで、だ！」	「And that's where!」

36296	Rance	「……今、10年に一度の海が発生してる。	「...Right now, the sea that appears once every ten years is here.
36297	+	　こいつは知ってるか？」	　You know about it?」

36298	Sachiko Centers	「へ？　海、ですか？」	「Eh? The sea?」

36299	Patton Helman	「……おぉ。そういえば、そんな時期か」	「...Oh yeah. It's that time, huh.」

36300	Crook Mofus	「大陸の周囲を、20海里分の海が覆う。	「A sea covering 20 nautical miles around the continent.
36301	+	　いわゆる満ち潮と呼ばれる現象ですね」	　It's known as the high tide phenomenon.」

36302	Rance	「この、今だけ発生する海になら魔軍はいない。	「The Monster Army isn't on this sea that only appears now.
36303	+	　船で一気に通過すれば、	　If we cross it by ship in one go,
36304	+	　魔物界の奥深くまででも一気にいける！」	　we can reach deep into the Monster Realm instantly!」

36305	Cream Ganoblade	「経路はこうです。ジフテリアから出発、	「The route is as follows. We depart from Diphteria,
36306	+	　川中島の東を抜け、ゼスから海岸線を沿い……」	　pass east of Kawanakajima, follow the coastline from Zeth...」

36307	Cream Ganoblade	「ゼスを抜け、魔物界へと進んで……上陸予想ポイントはここ。	「Exit Zeth, head into the Monster Realm... The predicted landing point is here.
36308	+	　地理の情報は足りていませんが……」	　We don't have enough geographical data yet...」

36309	Cream Ganoblade	「現地で情報を収集して頂き、	「Gather information on site,
36310	+	　候補地のどちらかにいる魔人ケイブリスを攻める」	　and attack Kayblis at whichever of the two candidate locations he is in.」

36311	Cream Ganoblade	「可能であれば、情報収集は上陸前がいいですね。	「Ideally, gather intel before landing.
36312	+	　そして、魔人ケイブリスが居るとおぼしき方に、	　Then sail directly to the place where we believe Kayblis is
36313	+	　直接乗りつけて上陸出来れば最良かと」	　and land there if possible.」

36314	Cream Ganoblade	「発見されては元も子もないので、	「If we're discovered it's all over,
36315	+	　前提として隠密行動が必要になりますが……」	　so stealth will be essential...」

36316	Rance	「なぁに、奴らも俺たちがこんなルートを通るなんて	「Don't worry, they won't even dream we'd take this route!
36317	+	　思いも寄るまい！　楽勝だ、がはははははは！」	　It's a piece of cake, gahahahaha!」

36318	-	幾人かは、楽観が過ぎると鼻白んだ。	Some thought he was being too optimistic.
36319	+	幾人かは、杜撰だと背筋を冷やした。	Others felt a chill at how sloppy it sounded.

36320	-	だが、反対の声は上がらなかった。	But no one voiced opposition.
36321	+	現状を楽観する者こそ、皆無だった。	No one was optimistic about the current situation.

36322	-	不確定要素が多かろうと、断行するしかない。	No matter how many uncertain factors there were, they had to push forward.
36323	+	そんな決然とした意識が、その場全体を包んでいた。	A resolute determination filled the entire room.

36324	-	20海里作戦の、始まりだった。	This was the beginning of the 20 Nautical Mile Operation.
